run,iteration,topic,num_rel,num_rel_ret,recip_rank,P_5,P_10,P_20,infAP,ndcg,ndcg_cut_5,ndcg_cut_10,ndcg_cut_20,map_cut_5,map_cut_10,map_cut_20,success_1,success_5,success_10
xxaaxxaxxa,1,all,5,4,0.3333,0.4000,0.4000,0.2000,0.3324,0.5267,0.3156,0.5267,0.5267,0.1667,0.3324,0.3324,0.0000,1.0000,1.0000
axxaaxxxaa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.6089,0.8166,0.6164,0.8166,0.8166,0.4200,0.6089,0.6089,1.0000,1.0000,1.0000
xaaxaaaaa,1,all,5,5,0.5000,0.6000,0.5000,0.2500,0.6295,0.7486,0.5148,0.7486,0.7486,0.3533,0.6295,0.6295,0.0000,1.0000,1.0000
xxaxaaxxax,1,all,5,4,0.3333,0.4000,0.4000,0.2000,0.3356,0.5237,0.3008,0.5237,0.5237,0.1467,0.3356,0.3356,0.0000,1.0000,1.0000
aaxaaaxaax,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.8767,0.9512,0.8304,0.9512,0.9512,0.7100,0.8767,0.8767,1.0000,1.0000,1.0000
xxxxaaxxaa,1,all,5,4,0.2000,0.2000,0.4000,0.2000,0.2533,0.4522,0.1312,0.4522,0.4522,0.0400,0.2533,0.2533,0.0000,1.0000,1.0000
xaaxxaxxxx,1,all,5,3,0.5000,0.4000,0.3000,0.1500,0.3333,0.5044,0.3836,0.5044,0.5044,0.2333,0.3333,0.3333,0.0000,1.0000,1.0000
xaxxaaaaax,1,1,5,5,0.5000,0.4000,0.5000,0.2500,0.5193,0.6860,0.3452,0.6860,0.6860,0.1800,0.5193,0.5193,0.0000,1.0000,1.0000
axxxxxaxaa,1,all,5,4,1.0000,0.2000,0.4000,0.2000,0.4038,0.6524,0.3392,0.6524,0.6524,0.2000,0.4038,0.4038,1.0000,1.0000,1.0000
aaxxxxxax,1,1,5,3,1.0000,0.4000,0.3000,0.1500,0.4750,0.6601,0.5531,0.6601,0.6601,0.4000,0.4750,0.4750,1.0000,1.0000,1.0000
axxxaax,1,all,5,3,1.0000,0.4000,0.3000,0.1500,0.3800,0.5912,0.4704,0.5912,0.5912,0.2800,0.3800,0.3800,1.0000,1.0000,1.0000
xxxaa,1,1,5,2,0.2500,0.4000,0.2000,0.1000,0.1300,0.2773,0.2773,0.2773,0.2773,0.1300,0.1300,0.1300,0.0000,1.0000,1.0000
xaaxxaxxax,1,all,5,4,0.5000,0.4000,0.4000,0.2000,0.4222,0.6065,0.3836,0.6065,0.6065,0.2333,0.4222,0.4222,0.0000,1.0000,1.0000
xaaxaxx,1,all,5,3,0.5000,0.6000,0.3000,0.1500,0.3533,0.5148,0.5148,0.5148,0.5148,0.3533,0.3533,0.3533,0.0000,1.0000,1.0000
axxaaxaa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.6593,0.8365,0.6164,0.8365,0.8365,0.4200,0.6593,0.6593,1.0000,1.0000,1.0000
xxxaaaxaax,1,all,5,5,0.2500,0.4000,0.5000,0.2500,0.4411,0.6072,0.2773,0.6072,0.6072,0.1300,0.4411,0.4411,0.0000,1.0000,1.0000
xxaaaxxa,1,1,5,4,0.3333,0.6000,0.4000,0.2000,0.3867,0.5538,0.4469,0.5538,0.5538,0.2867,0.3867,0.3867,0.0000,1.0000,1.0000
xxxxxxaaax,1,1,5,3,0.1429,0.0000,0.3000,0.1500,0.1452,0.3221,0.0000,0.3221,0.3221,0.0000,0.1452,0.1452,0.0000,0.0000,1.0000
axaxxxaax,1,all,5,4,1.0000,0.4000,0.4000,0.2000,0.5190,0.7288,0.5087,0.7288,0.7288,0.3333,0.5190,0.5190,1.0000,1.0000,1.0000
axaxxaxaaa,1,1,5,5,1.0000,0.4000,0.5000,0.2500,0.6444,0.8386,0.5087,0.8386,0.8386,0.3333,0.6444,0.6444,1.0000,1.0000,1.0000
xaxxaxxxx,1,all,5,2,0.5000,0.4000,0.2000,0.1000,0.1800,0.3452,0.3452,0.3452,0.3452,0.1800,0.1800,0.1800,0.0000,1.0000,1.0000
axxxxaxx,1,1,5,2,1.0000,0.2000,0.2000,0.1000,0.2667,0.4600,0.3392,0.4600,0.4600,0.2000,0.2667,0.2667,1.0000,1.0000,1.0000
axxxxxxx,1,all,5,1,1.0000,0.2000,0.1000,0.0500,0.2000,0.3392,0.3392,0.3392,0.3392,0.2000,0.2000,0.2000,1.0000,1.0000,1.0000
xxaxxaaaax,1,all,5,5,0.3333,0.2000,0.5000,0.2500,0.4302,0.6125,0.1696,0.6125,0.6125,0.0667,0.4302,0.4302,0.0000,1.0000,1.0000
aaaaaxxxxa,1,1,5,5,1.0000,1.0000,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
xxaxxaxxx,1,all,5,2,0.3333,0.2000,0.2000,0.1000,0.1333,0.2904,0.1696,0.2904,0.2904,0.0667,0.1333,0.1333,0.0000,1.0000,1.0000
axxxxxxxxa,1,all,5,2,1.0000,0.2000,0.2000,0.1000,0.2400,0.4372,0.3392,0.4372,0.4372,0.2000,0.2400,0.2400,1.0000,1.0000,1.0000
axxaaxxxxx,1,all,5,3,1.0000,0.6000,0.3000,0.1500,0.4200,0.6164,0.6164,0.6164,0.6164,0.4200,0.4200,0.4200,1.0000,1.0000,1.0000
axaxxaxa,1,all,5,4,1.0000,0.4000,0.4000,0.2000,0.5333,0.7365,0.5087,0.7365,0.7365,0.3333,0.5333,0.5333,1.0000,1.0000,1.0000
axxxaa,1,all,5,3,1.0000,0.4000,0.3000,0.1500,0.3800,0.5912,0.4704,0.5912,0.5912,0.2800,0.3800,0.3800,1.0000,1.0000,1.0000
xaaxxaax,1,all,5,4,0.5000,0.4000,0.4000,0.2000,0.4476,0.6174,0.3836,0.6174,0.6174,0.2333,0.4476,0.4476,0.0000,1.0000,1.0000
xaxxxaaaax,1,1,5,5,0.5000,0.2000,0.5000,0.2500,0.4635,0.6569,0.2140,0.6569,0.6569,0.1000,0.4635,0.4635,0.0000,1.0000,1.0000
axaxaaxxxa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.6867,0.8588,0.6399,0.8588,0.8588,0.4533,0.6867,0.6867,1.0000,1.0000,1.0000
axxaaxaax,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.6593,0.8365,0.6164,0.8365,0.8365,0.4200,0.6593,0.6593,1.0000,1.0000,1.0000
xxaxaaxax,1,all,5,4,0.3333,0.4000,0.4000,0.2000,0.3467,0.5286,0.3008,0.5286,0.5286,0.1467,0.3467,0.3467,0.0000,1.0000,1.0000
xxaxxaaxax,1,1,5,4,0.3333,0.2000,0.4000,0.2000,0.3079,0.5055,0.1696,0.5055,0.5055,0.0667,0.3079,0.3079,0.0000,1.0000,1.0000
xaxaxxaaax,1,all,5,5,0.5000,0.4000,0.5000,0.2500,0.4968,0.6822,0.3601,0.6822,0.6822,0.2000,0.4968,0.4968,0.0000,1.0000,1.0000
xxaaaaaaxa,1,all,5,5,0.3333,0.6000,0.5000,0.2500,0.5629,0.6807,0.4469,0.6807,0.6807,0.2867,0.5629,0.5629,0.0000,1.0000,1.0000
aaxaaaxaxa,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.8767,0.9512,0.8304,0.9512,0.9512,0.7100,0.8767,0.8767,1.0000,1.0000,1.0000
xaxaaaaxxx,1,1,5,5,0.5000,0.6000,0.5000,0.2500,0.5962,0.7251,0.4913,0.7251,0.7251,0.3200,0.5962,0.5962,0.0000,1.0000,1.0000
axxxxxxa,1,all,5,2,1.0000,0.2000,0.2000,0.1000,0.2500,0.4462,0.3392,0.4462,0.4462,0.2000,0.2500,0.2500,1.0000,1.0000,1.0000
xaaxxaaax,1,all,5,5,0.5000,0.4000,0.5000,0.2500,0.5726,0.7244,0.3836,0.7244,0.7244,0.2333,0.5726,0.5726,0.0000,1.0000,1.0000
xxaaxaxxx,1,1,5,3,0.3333,0.4000,0.3000,0.1500,0.2667,0.4365,0.3156,0.4365,0.4365,0.1667,0.2667,0.2667,0.0000,1.0000,1.0000
xaxxaxxaa,1,all,5,4,0.5000,0.4000,0.4000,0.2000,0.3439,0.5543,0.3452,0.5543,0.5543,0.1800,0.3439,0.3439,0.0000,1.0000,1.0000
xaaaxaaax,1,1,5,5,0.5000,0.6000,0.5000,0.2500,0.6595,0.7635,0.5296,0.7635,0.7635,0.3833,0.6595,0.6595,0.0000,1.0000,1.0000
xaaaxaaaa,1,1,5,5,0.5000,0.6000,0.5000,0.2500,0.6595,0.7635,0.5296,0.7635,0.7635,0.3833,0.6595,0.6595,0.0000,1.0000,1.0000
axaxxxaxa,1,1,5,4,1.0000,0.4000,0.4000,0.2000,0.5079,0.7239,0.5087,0.7239,0.7239,0.3333,0.5079,0.5079,1.0000,1.0000,1.0000
xaxaxaxxa,1,all,5,4,0.5000,0.4000,0.4000,0.2000,0.3889,0.5830,0.3601,0.5830,0.5830,0.2000,0.3889,0.3889,0.0000,1.0000,1.0000
xxaxaxxaxa,1,1,5,4,0.3333,0.4000,0.4000,0.2000,0.3017,0.5058,0.3008,0.5058,0.5058,0.1467,0.3017,0.3017,0.0000,1.0000,1.0000
axaaxxaaxx,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7226,0.8749,0.6548,0.8749,0.8749,0.4833,0.7226,0.7226,1.0000,1.0000,1.0000
aaaaaxaa,1,1,5,5,1.0000,1.0000,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
axxaxxxxx,1,all,5,2,1.0000,0.4000,0.2000,0.1000,0.3000,0.4852,0.4852,0.4852,0.4852,0.3000,0.3000,0.3000,1.0000,1.0000,1.0000
aaxxxxxxaa,1,all,5,4,1.0000,0.4000,0.4000,0.2000,0.5467,0.7533,0.5531,0.7533,0.7533,0.4000,0.5467,0.5467,1.0000,1.0000,1.0000
aaxxaxaxaa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.7454,0.8995,0.6844,0.8995,0.8995,0.5200,0.7454,0.7454,1.0000,1.0000,1.0000
aaaaaxaaxa,1,1,5,5,1.0000,1.0000,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
aaxaaxxxx,1,1,5,4,1.0000,0.8000,0.4000,0.2000,0.7100,0.8304,0.8304,0.8304,0.8304,0.7100,0.7100,0.7100,1.0000,1.0000,1.0000
axaaxxaxa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7087,0.8700,0.6548,0.8700,0.8700,0.4833,0.7087,0.7087,1.0000,1.0000,1.0000
xaaaxaxaa,1,all,5,5,0.5000,0.6000,0.5000,0.2500,0.6417,0.7574,0.5296,0.7574,0.7574,0.3833,0.6417,0.6417,0.0000,1.0000,1.0000
xxxaxxa,1,1,5,2,0.2500,0.2000,0.2000,0.1000,0.1071,0.2591,0.1461,0.2591,0.2591,0.0500,0.1071,0.1071,0.0000,1.0000,1.0000
xxxxaxxxxa,1,1,5,2,0.2000,0.2000,0.2000,0.1000,0.0800,0.2292,0.1312,0.2292,0.2292,0.0400,0.0800,0.0800,0.0000,1.0000,1.0000
axaxxxax,1,1,5,3,1.0000,0.4000,0.3000,0.1500,0.4190,0.6218,0.5087,0.6218,0.6218,0.3333,0.4190,0.4190,1.0000,1.0000,1.0000
aaxxxax,1,all,5,3,1.0000,0.4000,0.3000,0.1500,0.5000,0.6740,0.5531,0.6740,0.6740,0.4000,0.5000,0.5000,1.0000,1.0000,1.0000
aaxaaaaxaa,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.8767,0.9512,0.8304,0.9512,0.9512,0.7100,0.8767,0.8767,1.0000,1.0000,1.0000
axxxxaxaxx,1,all,5,3,1.0000,0.2000,0.3000,0.1500,0.3417,0.5670,0.3392,0.5670,0.5670,0.2000,0.3417,0.3417,1.0000,1.0000,1.0000
xxaaaxxaa,1,1,5,5,0.3333,0.6000,0.5000,0.2500,0.4978,0.6559,0.4469,0.6559,0.6559,0.2867,0.4978,0.4978,0.0000,1.0000,1.0000
axxaaaxxxx,1,1,5,4,1.0000,0.6000,0.4000,0.2000,0.5533,0.7372,0.6164,0.7372,0.7372,0.4200,0.5533,0.5533,1.0000,1.0000,1.0000
aaxxxxaaxx,1,all,5,4,1.0000,0.4000,0.4000,0.2000,0.5857,0.7732,0.5531,0.7732,0.7732,0.4000,0.5857,0.5857,1.0000,1.0000,1.0000
xaaaaaa,1,1,5,5,0.5000,0.8000,0.5000,0.2500,0.7100,0.7817,0.6608,0.7817,0.7817,0.5433,0.7100,0.7100,0.0000,1.0000,1.0000
aaxxaaaaxx,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7962,0.9182,0.6844,0.9182,0.9182,0.5200,0.7962,0.7962,1.0000,1.0000,1.0000
xxxaaxxxxa,1,all,5,3,0.2500,0.4000,0.3000,0.1500,0.1900,0.3753,0.2773,0.3753,0.3753,0.1300,0.1900,0.1900,0.0000,1.0000,1.0000
aaxxaxaa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7593,0.9044,0.6844,0.9044,0.9044,0.5200,0.7593,0.7593,1.0000,1.0000,1.0000
xaxxaaxxxa,1,all,5,4,0.5000,0.4000,0.4000,0.2000,0.3600,0.5640,0.3452,0.5640,0.5640,0.1800,0.3600,0.3600,0.0000,1.0000,1.0000
axaaaaaaxx,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.8100,0.9068,0.7860,0.9068,0.9068,0.6433,0.8100,0.8100,1.0000,1.0000,1.0000
xaxaxaaxx,1,1,5,4,0.5000,0.4000,0.4000,0.2000,0.4143,0.5939,0.3601,0.5939,0.5939,0.2000,0.4143,0.4143,0.0000,1.0000,1.0000
xaxaxxaaxx,1,all,5,4,0.5000,0.4000,0.4000,0.2000,0.3857,0.5801,0.3601,0.5801,0.5801,0.2000,0.3857,0.3857,0.0000,1.0000,1.0000
xxxxxxax,1,all,5,1,0.1429,0.0000,0.1000,0.0500,0.0286,0.1131,0.0000,0.1131,0.1131,0.0000,0.0286,0.0286,0.0000,0.0000,1.0000
axaxxxaxxa,1,all,5,4,1.0000,0.4000,0.4000,0.2000,0.4990,0.7198,0.5087,0.7198,0.7198,0.3333,0.4990,0.4990,1.0000,1.0000,1.0000
axaaxaxaxx,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.7417,0.8826,0.6548,0.8826,0.8826,0.4833,0.7417,0.7417,1.0000,1.0000,1.0000
axaxaxaaxa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.6926,0.8600,0.6399,0.8600,0.8600,0.4533,0.6926,0.6926,1.0000,1.0000,1.0000
aaaxxaaaax,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.8762,0.9566,0.7227,0.9566,0.9566,0.6000,0.8762,0.8762,1.0000,1.0000,1.0000
xaaaxxaaaa,1,all,5,5,0.5000,0.6000,0.5000,0.2500,0.6226,0.7497,0.5296,0.7497,0.7497,0.3833,0.6226,0.6226,0.0000,1.0000,1.0000
xxaxxaxxxx,1,1,5,2,0.3333,0.2000,0.2000,0.1000,0.1333,0.2904,0.1696,0.2904,0.2904,0.0667,0.1333,0.1333,0.0000,1.0000,1.0000
xxaaxaaxax,1,1,5,5,0.3333,0.4000,0.5000,0.2500,0.4921,0.6516,0.3156,0.6516,0.6516,0.1667,0.4921,0.4921,0.0000,1.0000,1.0000
aaaaaaxaxa,1,all,5,5,1.0000,1.0000,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
xxxxxxxaa,1,1,5,2,0.1250,0.0000,0.2000,0.1000,0.0694,0.2091,0.0000,0.2091,0.2091,0.0000,0.0694,0.0694,0.0000,0.0000,1.0000
aaxxaax,1,all,5,4,1.0000,0.6000,0.4000,0.2000,0.6533,0.8052,0.6844,0.8052,0.8052,0.5200,0.6533,0.6533,1.0000,1.0000,1.0000
aaaaxxxax,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.9250,0.9758,0.8688,0.9758,0.9758,0.8000,0.9250,0.9250,1.0000,1.0000,1.0000
aaaxaxx,1,all,5,4,1.0000,0.8000,0.4000,0.2000,0.7600,0.8539,0.8539,0.8539,0.8539,0.7600,0.7600,0.7600,1.0000,1.0000,1.0000
xaaxxaaxxa,1,all,5,5,0.5000,0.4000,0.5000,0.2500,0.5476,0.7155,0.3836,0.7155,0.7155,0.2333,0.5476,0.5476,0.0000,1.0000,1.0000
xxxxxaaxxa,1,all,5,3,0.1667,0.0000,0.3000,0.1500,0.1505,0.3319,0.0000,0.3319,0.3319,0.0000,0.1505,0.1505,0.0000,0.0000,1.0000
xxaaaxaaa,1,all,5,5,0.3333,0.6000,0.5000,0.2500,0.5260,0.6669,0.4469,0.6669,0.6669,0.2867,0.5260,0.5260,0.0000,1.0000,1.0000
xxxaxx,1,1,5,1,0.2500,0.2000,0.1000,0.0500,0.0500,0.1461,0.1461,0.1461,0.1461,0.0500,0.0500,0.0500,0.0000,1.0000,1.0000
axxxaaxaaa,1,1,5,5,1.0000,0.4000,0.5000,0.2500,0.5911,0.8003,0.4704,0.8003,0.8003,0.2800,0.5911,0.5911,1.0000,1.0000,1.0000
axaxxaxxa,1,all,5,4,1.0000,0.4000,0.4000,0.2000,0.5222,0.7316,0.5087,0.7316,0.7316,0.3333,0.5222,0.5222,1.0000,1.0000,1.0000
xaaxxaaa,1,1,5,5,0.5000,0.4000,0.5000,0.2500,0.5726,0.7244,0.3836,0.7244,0.7244,0.2333,0.5726,0.5726,0.0000,1.0000,1.0000
aaxaxax,1,all,5,4,1.0000,0.6000,0.4000,0.2000,0.6833,0.8200,0.6992,0.8200,0.8200,0.5500,0.6833,0.6833,1.0000,1.0000,1.0000
axaaxaa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7595,0.8887,0.6548,0.8887,0.8887,0.4833,0.7595,0.7595,1.0000,1.0000,1.0000
xaxaxxxxa,1,1,5,3,0.5000,0.4000,0.3000,0.1500,0.2667,0.4622,0.3601,0.4622,0.4622,0.2000,0.2667,0.2667,0.0000,1.0000,1.0000
aaxxxxxxa,1,1,5,3,1.0000,0.4000,0.3000,0.1500,0.4667,0.6552,0.5531,0.6552,0.6552,0.4000,0.4667,0.4667,1.0000,1.0000,1.0000
aaaaxxxaaa,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.9250,0.9758,0.8688,0.9758,0.9758,0.8000,0.9250,0.9250,1.0000,1.0000,1.0000
xaaaaxaxaa,1,all,5,5,0.5000,0.8000,0.5000,0.2500,0.6862,0.7739,0.6608,0.7739,0.7739,0.5433,0.6862,0.6862,0.0000,1.0000,1.0000
xxaxaxaaxa,1,all,5,5,0.3333,0.4000,0.5000,0.2500,0.4324,0.6189,0.3008,0.6189,0.6189,0.1467,0.4324,0.4324,0.0000,1.0000,1.0000
axxxaaaaa,1,1,5,5,1.0000,0.4000,0.5000,0.2500,0.6193,0.8112,0.4704,0.8112,0.8112,0.2800,0.6193,0.6193,1.0000,1.0000,1.0000
aaaaax,1,all,5,5,1.0000,1.0000,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
axxaxxaxaa,1,1,5,5,1.0000,0.4000,0.5000,0.2500,0.5746,0.7984,0.4852,0.7984,0.7984,0.3000,0.5746,0.5746,1.0000,1.0000,1.0000
aaaaxxaaaa,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.9429,0.9818,0.8688,0.9818,0.9818,0.8000,0.9429,0.9429,1.0000,1.0000,1.0000
aaxxxaxxa,1,all,5,4,1.0000,0.4000,0.4000,0.2000,0.5889,0.7761,0.5531,0.7761,0.7761,0.4000,0.5889,0.5889,1.0000,1.0000,1.0000
aaxxaxaxxx,1,all,5,4,1.0000,0.6000,0.4000,0.2000,0.6343,0.7974,0.6844,0.7974,0.7974,0.5200,0.6343,0.6343,1.0000,1.0000,1.0000
xaaxaa,1,all,5,4,0.5000,0.6000,0.4000,0.2000,0.4867,0.6356,0.5148,0.6356,0.6356,0.3533,0.4867,0.4867,0.0000,1.0000,1.0000
aaaxaaaa,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.9267,0.9747,0.8539,0.9747,0.9747,0.7600,0.9267,0.9267,1.0000,1.0000,1.0000
aaxxxxaxx,1,all,5,3,1.0000,0.4000,0.3000,0.1500,0.4857,0.6662,0.5531,0.6662,0.6662,0.4000,0.4857,0.4857,1.0000,1.0000,1.0000
xxaxxxaaaa,1,1,5,5,0.3333,0.2000,0.5000,0.2500,0.3877,0.5898,0.1696,0.5898,0.5898,0.0667,0.3877,0.3877,0.0000,1.0000,1.0000
xaaaxxaxx,1,all,5,4,0.5000,0.6000,0.4000,0.2000,0.4976,0.6427,0.5296,0.6427,0.6427,0.3833,0.4976,0.4976,0.0000,1.0000,1.0000
aaaaxaxxax,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.9667,0.9896,0.8688,0.9896,0.9896,0.8000,0.9667,0.9667,1.0000,1.0000,1.0000
xaaxaxaxx,1,all,5,4,0.5000,0.6000,0.4000,0.2000,0.4676,0.6278,0.5148,0.6278,0.6278,0.3533,0.4676,0.4676,0.0000,1.0000,1.0000
axxxaaxax,1,1,5,4,1.0000,0.4000,0.4000,0.2000,0.4800,0.6982,0.4704,0.6982,0.6982,0.2800,0.4800,0.4800,1.0000,1.0000,1.0000
axaa,1,1,5,3,1.0000,0.6000,0.3000,0.1500,0.4833,0.6548,0.6548,0.6548,0.6548,0.4833,0.4833,0.4833,1.0000,1.0000,1.0000
xaxaxaaax,1,all,5,5,0.5000,0.4000,0.5000,0.2500,0.5393,0.7009,0.3601,0.7009,0.7009,0.2000,0.5393,0.5393,0.0000,1.0000,1.0000
aaaaaxxa,1,all,5,5,1.0000,1.0000,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
aaaxxaaaaa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.8762,0.9566,0.7227,0.9566,0.9566,0.6000,0.8762,0.8762,1.0000,1.0000,1.0000
axxaxaaaaa,1,1,5,5,1.0000,0.4000,0.5000,0.2500,0.6393,0.8261,0.4852,0.8261,0.8261,0.3000,0.6393,0.6393,1.0000,1.0000,1.0000
xxaaxaaax,1,all,5,5,0.3333,0.4000,0.5000,0.2500,0.5060,0.6565,0.3156,0.6565,0.6565,0.1667,0.5060,0.5060,0.0000,1.0000,1.0000
xaaxxaxaax,1,1,5,5,0.5000,0.4000,0.5000,0.2500,0.5444,0.7135,0.3836,0.7135,0.7135,0.2333,0.5444,0.5444,0.0000,1.0000,1.0000
xaxxaaaaax,1,all,5,5,0.5000,0.4000,0.5000,0.2500,0.5193,0.6860,0.3452,0.6860,0.6860,0.1800,0.5193,0.5193,0.0000,1.0000,1.0000
axaxxxxa,1,1,5,3,1.0000,0.4000,0.3000,0.1500,0.4083,0.6157,0.5087,0.6157,0.6157,0.3333,0.4083,0.4083,1.0000,1.0000,1.0000
xxxaxaxxa,1,1,5,3,0.2500,0.2000,0.3000,0.1500,0.1833,0.3690,0.1461,0.3690,0.3690,0.0500,0.1833,0.1833,0.0000,1.0000,1.0000
xaxxxaaaax,1,all,5,5,0.5000,0.2000,0.5000,0.2500,0.4635,0.6569,0.2140,0.6569,0.6569,0.1000,0.4635,0.4635,0.0000,1.0000,1.0000
axaaaxxxaa,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.7544,0.8881,0.7860,0.8881,0.8881,0.6433,0.7544,0.7544,1.0000,1.0000,1.0000
aaaxaxaaxa,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.9029,0.9670,0.8539,0.9670,0.9670,0.7600,0.9029,0.9029,1.0000,1.0000,1.0000
xxaxaxxxxx,1,1,5,2,0.3333,0.4000,0.2000,0.1000,0.1467,0.3008,0.3008,0.3008,0.3008,0.1467,0.1467,0.1467,0.0000,1.0000,1.0000
axxxxa,1,all,5,2,1.0000,0.2000,0.2000,0.1000,0.2667,0.4600,0.3392,0.4600,0.4600,0.2000,0.2667,0.2667,1.0000,1.0000,1.0000
xxxxxxaxa,1,all,5,2,0.1429,0.0000,0.2000,0.1000,0.0730,0.2152,0.0000,0.2152,0.2152,0.0000,0.0730,0.0730,0.0000,0.0000,1.0000
axaxxaxxxa,1,all,5,4,1.0000,0.4000,0.4000,0.2000,0.5133,0.7276,0.5087,0.7276,0.7276,0.3333,0.5133,0.5133,1.0000,1.0000,1.0000
xxaxxxa,1,1,5,2,0.3333,0.2000,0.2000,0.1000,0.1238,0.2826,0.1696,0.2826,0.2826,0.0667,0.1238,0.1238,0.0000,1.0000,1.0000
axxxxxaxx,1,1,5,2,1.0000,0.2000,0.2000,0.1000,0.2571,0.4522,0.3392,0.4522,0.4522,0.2000,0.2571,0.2571,1.0000,1.0000,1.0000
xaaaxaaaax,1,all,5,5,0.5000,0.6000,0.5000,0.2500,0.6595,0.7635,0.5296,0.7635,0.7635,0.3833,0.6595,0.6595,0.0000,1.0000,1.0000
xaxaaa,1,1,5,4,0.5000,0.6000,0.4000,0.2000,0.4533,0.6121,0.4913,0.6121,0.6121,0.3200,0.4533,0.4533,0.0000,1.0000,1.0000
xaxaaaxxa,1,1,5,5,0.5000,0.6000,0.5000,0.2500,0.5644,0.7142,0.4913,0.7142,0.7142,0.3200,0.5644,0.5644,0.0000,1.0000,1.0000
axaxxxaaxx,1,all,5,4,1.0000,0.4000,0.4000,0.2000,0.5190,0.7288,0.5087,0.7288,0.7288,0.3333,0.5190,0.5190,1.0000,1.0000,1.0000
axxaaxa,1,1,5,4,1.0000,0.6000,0.4000,0.2000,0.5343,0.7295,0.6164,0.7295,0.7295,0.4200,0.5343,0.5343,1.0000,1.0000,1.0000
xxaaxxaaxx,1,1,5,4,0.3333,0.4000,0.4000,0.2000,0.3524,0.5357,0.3156,0.5357,0.5357,0.1667,0.3524,0.3524,0.0000,1.0000,1.0000
xaaaxxxxxa,1,all,5,4,0.5000,0.6000,0.4000,0.2000,0.4633,0.6277,0.5296,0.6277,0.6277,0.3833,0.4633,0.4633,0.0000,1.0000,1.0000
xaxxxxaaxx,1,all,5,3,0.5000,0.2000,0.3000,0.1500,0.2321,0.4340,0.2140,0.4340,0.4340,0.1000,0.2321,0.2321,0.0000,1.0000,1.0000
xxaaaaax,1,all,5,5,0.3333,0.6000,0.5000,0.2500,0.5629,0.6807,0.4469,0.6807,0.6807,0.2867,0.5629,0.5629,0.0000,1.0000,1.0000
xaaxaxxaa,1,all,5,5,0.5000,0.6000,0.5000,0.2500,0.5644,0.7239,0.5148,0.7239,0.7239,0.3533,0.5644,0.5644,0.0000,1.0000,1.0000
axxaxaxx,1,1,5,3,1.0000,0.4000,0.3000,0.1500,0.4000,0.6060,0.4852,0.6060,0.6060,0.3000,0.4000,0.4000,1.0000,1.0000,1.0000
axaaaxxx,1,all,5,4,1.0000,0.8000,0.4000,0.2000,0.6433,0.7860,0.7860,0.7860,0.7860,0.6433,0.6433,0.6433,1.0000,1.0000,1.0000
xaxaax,1,all,5,3,0.5000,0.6000,0.3000,0.1500,0.3200,0.4913,0.4913,0.4913,0.4913,0.3200,0.3200,0.3200,0.0000,1.0000,1.0000
xxaaxaxxax,1,all,5,4,0.3333,0.4000,0.4000,0.2000,0.3556,0.5386,0.3156,0.5386,0.5386,0.1667,0.3556,0.3556,0.0000,1.0000,1.0000
xxaaxxaxaa,1,all,5,5,0.3333,0.4000,0.5000,0.2500,0.4413,0.6288,0.3156,0.6288,0.6288,0.1667,0.4413,0.4413,0.0000,1.0000,1.0000
