,run,iteration,topic,rbu_0.800_0.001,rbu_0.800_0.050,rbu_0.800_0.100,rbu_0.800_0.500,rbu_0.900_0.001,rbu_0.900_0.050,rbu_0.900_0.100,rbu_0.900_0.500,rbu_0.990_0.001,rbu_0.990_0.050,rbu_0.990_0.100,rbu_0.990_0.500,alpha-DCG,NRBP,strec,ERR-IA,alpha-nDCG,nNRBP,MAP-IA,nERR-IA,P-IA,act,nct,nsDCG,p,rtime,ntime,ttime,nEU
3518,galago_baseline,9,23,0.44759667693,0.251605213934,0.0516139251624,-1.54831638501,0.621479807814,0.184328839747,-0.261743576647,-3.8303229078,0.859966376879,-0.904897830225,-2.70577967421,-17.1128344261,0.633738,0.402495,1.0,0.50136,0.765404,0.563502,0.146623,0.656364,0.192593,0.1372029,0.5398437,0.4533184,0.4888889,0.1111111,-9.0,-523.77714,0.9999967
3519,galago_baseline,9,44,0.59599896061,0.400007497614,0.200016208843,-1.39991410133,0.677602835176,0.240451867109,-0.205620549285,-3.77419988044,0.735732194553,-1.02913201255,-2.83001385653,-17.2370686084,0.819633,0.870578,1.0,0.855688,0.993821,0.994946,0.743651,0.994222,0.088889,0.1857226,0.6779514,0.5983294,0.1555556,0.1111111,-9.0,-417.6558,0.9999995
3520,galago_baseline,9,45,0.504025381661,0.308033918665,0.108042629893,-1.49188768028,0.701015975688,0.263865007621,-0.182207408773,-3.75078673993,0.9288696787,-0.835994528404,-2.63687637239,-17.0439311243,0.73004,0.514461,1.0,0.61649,0.741447,0.526206,0.400682,0.62846,0.3,0.2388479,0.9385712,0.6089908,0.5555556,0.1111111,-9.0,-475.21278,0.9999985
3521,galago_baseline,9,42,0.564930120086,0.36893865709,0.168947368318,-1.43098294185,0.716543908833,0.279392940767,-0.166679475628,-3.73525880678,0.873770987631,-0.891093219473,-2.69197506346,-17.0990298153,0.874517,0.801709,1.0,0.826332,0.88317,0.802754,0.655315,0.830668,0.333333,0.3047002,1.0,0.7779605,0.5777778,0.1111111,-9.0,-519.57918,0.9999967
3522,galago_baseline,9,29,0.699210863696,0.5032194007,0.303228111929,-1.29670219824,0.827771324967,0.390620356901,-0.0554520594937,-3.62403139065,0.945905056973,-0.818959150132,-2.61984099412,-17.026895746,0.940629,0.875,1.0,0.917963,0.940629,0.875,0.122907,0.917963,0.777778,0.3143298,1.0,0.610613,0.7777778,0.1111111,-9.0,-429.37218,0.9999861
3523,galago_baseline,9,40,0.515928808637,0.319937345641,0.11994605687,-1.4799842533,0.603135680072,0.165984712006,-0.280087704388,-3.84866703554,0.702104036629,-1.06276017047,-2.86364201446,-17.2706967663,0.838599,0.762245,1.0,0.807127,0.852427,0.765484,0.370378,0.815057,0.133333,0.3143298,1.0,0.7648926,0.2222222,0.1111111,-9.0,-558.0558,0.9999986
3524,galago_baseline,9,41,0.253340144038,0.0573486810423,-0.142642607729,-1.7425729179,0.453588368068,0.0164374000019,-0.429635016392,-3.99821434755,0.789185272803,-0.975678934301,-2.77656077828,-17.1836155302,0.436502,0.218698,1.0,0.318166,0.547624,0.289638,0.083153,0.41175,0.094444,0.1785569,0.8563477,0.3888824,0.2888889,0.1111111,-9.0,-502.2117,0.9999964
3525,galago_baseline,9,1,0.417628547343,0.221637084347,0.0216457955751,-1.5782845146,0.619227561208,0.182076593142,-0.263995823252,-3.83257515441,0.899868943419,-0.864995263685,-2.66587710767,-17.0729318595,0.935505,0.882232,1.0,0.914788,0.944423,0.894892,0.409105,0.925659,0.281481,0.1413034,0.5411743,0.4256664,0.6222222,0.1111111,-9.0,-375.1497,0.9999978
3526,galago_baseline,9,3,0.0279567761293,-0.168034686867,-0.368025975638,-1.96795628581,0.0730723059578,-0.364078662109,-0.810151078503,-4.37873040966,0.139743257297,-1.62512094981,-3.42600279379,-17.8330575457,0.068302,0.001953,0.333333,0.030056,0.071392,0.00208,0.010417,0.031592,0.007407,0.0241329,0.1333333,0.0244301,0.0222222,0.1111111,-9.0,-359.13006,0.9999983
3527,galago_baseline,9,2,0.116048852008,-0.0799426109884,-0.27993389976,-1.87986420993,0.146913621905,-0.290237346162,-0.736309762556,-4.30488909371,0.287256826589,-1.47760738052,-3.2784892245,-17.6855439764,0.297516,0.1875,1.0,0.194831,0.297516,0.1875,0.001341,0.194831,0.033333,0.0471958,0.3,0.0329032,0.0666667,0.1111111,-9.0,-389.4003,0.9999855
