,run,iteration,topic,rbu_0.800_0.001,rbu_0.800_0.050,rbu_0.800_0.100,rbu_0.800_0.500,rbu_0.900_0.001,rbu_0.900_0.050,rbu_0.900_0.100,rbu_0.900_0.500,rbu_0.990_0.001,rbu_0.990_0.050,rbu_0.990_0.100,rbu_0.990_0.500,alpha-DCG,NRBP,strec,ERR-IA,alpha-nDCG,nNRBP,MAP-IA,nERR-IA,P-IA,act,nct,nsDCG,p,rtime,ntime,ttime,nEU
1688,GT_TenthIterBaseline,1,23,-0.00268928,-0.134464,-0.268928,-1.34464,-0.00368559,-0.1842795,-0.368559,-1.842795,-0.0048519850599,-0.242599252995,-0.48519850599,-2.42599252995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-95.56024,0.5338015
1689,GT_TenthIterBaseline,1,46,0.566199608889,0.434424888889,0.299960888889,-0.775751111111,0.66631441,0.4857205,0.301441,-1.172795,0.76184801494,0.524100747005,0.28150149401,-1.65929252995,0.646787,0.6875,1.0,0.665658,0.866389,0.939508,0.373016,0.90784,0.266667,0.4933333,0.55,0.6787032,0.4,1.0,-1.0,-131.79046,0.9634861
1690,GT_TenthIterBaseline,1,47,0.00784247873016,-0.12393224127,-0.25839624127,-1.33410824127,0.0101346385714,-0.170459271429,-0.354738771429,-1.82897477143,0.0130298312567,-0.224717436678,-0.467316689673,-2.40811071363,0.112277,0.110491,0.142857,0.114113,0.174469,0.183784,6.1e-05,0.184486,0.057143,0.0157143,0.024,0.0354173,0.4,1.0,-1.0,-129.58618,0.8697849
1691,GT_TenthIterBaseline,1,44,0.10641792,-0.0253568,-0.1598208,-1.2355328,0.12793401,-0.0526599,-0.2369394,-1.7111754,0.151987616936,-0.085759650999,-0.328358903994,-2.26915292795,0.182664,0.159375,0.4,0.174281,0.237322,0.223054,0.037778,0.238213,0.08,0.064,0.0869565,0.1532053,0.4,1.0,-1.0,-115.15306,0.9033351
1692,GT_TenthIterBaseline,1,45,-0.00268928,-0.134464,-0.268928,-1.34464,-0.00368559,-0.1842795,-0.368559,-1.842795,-0.0048519850599,-0.242599252995,-0.48519850599,-2.42599252995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-108.21028,0.9629667
1693,GT_TenthIterBaseline,1,42,0.63731072,0.505536,0.371072,-0.70464,0.80631441,0.6257205,0.441441,-1.032795,0.97524801494,0.737500747005,0.49490149401,-1.44589252995,0.415501,0.375,1.0,0.363086,0.478918,0.419764,0.186458,0.408163,0.2,0.16,0.2909091,0.2966742,0.2,1.0,-1.0,-154.71778,0.9702195
1694,GT_TenthIterBaseline,1,43,-0.00268928,-0.134464,-0.268928,-1.34464,-0.00368559,-0.1842795,-0.368559,-1.842795,-0.0048519850599,-0.242599252995,-0.48519850599,-2.42599252995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-93.18046,0.9340282
1695,GT_TenthIterBaseline,1,40,-0.00268928,-0.134464,-0.268928,-1.34464,-0.00368559,-0.1842795,-0.368559,-1.842795,-0.0048519850599,-0.242599252995,-0.48519850599,-2.42599252995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-93.721,0.7762281
1696,GT_TenthIterBaseline,1,41,-0.00268928,-0.134464,-0.268928,-1.34464,-0.00368559,-0.1842795,-0.368559,-1.842795,-0.0048519850599,-0.242599252995,-0.48519850599,-2.42599252995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-73.91758,0.9040734
1697,GT_TenthIterBaseline,1,1,0.22771072,0.095936,-0.038528,-1.11424,0.32436441,0.1437705,-0.040509,-1.514745,0.43178256494,0.194035297005,-0.04856395599,-1.98935797995,0.329277,0.1875,1.0,0.242057,0.329277,0.1875,0.001735,0.242057,0.2,0.34,0.5666667,0.1440734,0.2,1.0,-1.0,-66.6238,0.4696188
1698,GT_TenthIterBaseline,1,3,-0.00268928,-0.134464,-0.268928,-1.34464,-0.00368559,-0.1842795,-0.368559,-1.842795,-0.0048519850599,-0.242599252995,-0.48519850599,-2.42599252995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-76.95022,0.933511
1699,GT_TenthIterBaseline,1,2,0.098418432,-0.033356288,-0.167820288,-1.243532288,0.127791505688,-0.0528024043125,-0.237081904313,-1.71131790431,0.158379334311,-0.0793679336246,-0.32196718662,-2.26276121058,0.366131,0.291016,0.666667,0.30358,0.39778,0.313904,0.002223,0.326464,0.333333,0.3733333,0.6086957,0.1031809,0.8,1.0,-1.0,-60.27772,0.3299477
1700,GT_TenthIterBaseline,1,5,0.63731072,0.505536,0.371072,-0.70464,0.80631441,0.6257205,0.441441,-1.032795,0.97524801494,0.737500747005,0.49490149401,-1.44589252995,0.557313,0.421875,1.0,0.453858,0.566331,0.423529,0.25,0.458015,0.4,0.4,0.6,0.3753439,0.4,1.0,-1.0,-85.27594,0.9815979
1701,GT_TenthIterBaseline,1,4,0.311384794074,0.179610074074,0.0451460740741,-1.03056592593,0.36718941,0.1865955,0.002316,-1.47192,0.42352555244,0.185778284505,-0.05682096849,-1.99761499245,0.455063,0.367188,0.666667,0.408472,0.602097,0.517296,0.154684,0.560942,0.333333,0.44,0.5333333,0.8029173,0.6,1.0,-1.0,-141.99052,0.8582154
1702,GT_TenthIterBaseline,1,7,0.00413738666667,-0.127637333333,-0.262101333333,-1.33781333333,0.008616285,-0.171977625,-0.356257125,-1.830493125,0.0149603076463,-0.222786960289,-0.465386213284,-2.40618023724,0.127382,0.023438,0.5,0.072617,0.127382,0.023438,0.000763,0.072617,0.1,0.02,0.1,0.0044222,0.2,1.0,-1.0,-161.70268,0.4721596
1703,GT_TenthIterBaseline,1,6,0.00788104258065,-0.123893677419,-0.258357677419,-1.33406967742,0.0153624745161,-0.165231435484,-0.349510935484,-1.82374693548,0.025825113324,-0.211922154611,-0.454521407606,-2.39531543157,0.069481,0.012784,0.272727,0.039609,0.135194,0.02872,0.00014,0.084112,0.054545,0.02,0.1,0.0407627,0.2,1.0,-1.0,-89.79682,0.2789585
1704,GT_TenthIterBaseline,1,9,0.161113542317,0.029338822317,-0.105125177683,-1.18083717768,0.231431866609,0.0508379566093,-0.133441543391,-1.60767754339,0.311639834549,0.0738925666144,-0.168706686381,-2.10950071034,0.341446,0.249023,0.5,0.273828,0.341446,0.249026,0.003372,0.273828,0.4,0.265,0.4375,0.1904895,0.8,1.0,-1.0,-74.416,0.3885435
1705,GT_TenthIterBaseline,1,8,0.206408991605,0.0746342716049,-0.0598297283951,-1.1355417284,0.30856941,0.1279755,-0.056304,-1.53054,0.43011688499,0.192369617055,-0.05022963594,-1.9910236599,0.310649,0.152344,0.75,0.217852,0.380197,0.196305,0.007356,0.274547,0.25,0.1975,0.4092409,0.2658317,0.4,1.0,-1.0,-70.19698,0.7998544
1706,GT_TenthIterBaseline,1,13,0.344096912694,0.212322192694,0.0778581926941,-0.997853807306,0.413804993207,0.233211083207,0.0489315832066,-1.42530441679,0.487740530015,0.24999326208,0.0073940090846,-1.93340001488,0.826199,0.830078,1.0,0.843167,0.877661,0.883423,0.43433,0.891733,0.533333,0.5091667,0.5541667,0.5294995,0.8,1.0,-1.0,-145.27588,0.9153294
1707,GT_TenthIterBaseline,1,12,-0.00268928,-0.134464,-0.268928,-1.34464,-0.00368559,-0.1842795,-0.368559,-1.842795,-0.0048519850599,-0.242599252995,-0.48519850599,-2.42599252995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-74.75296,0.8757935
1708,GT_TenthIterBaseline,1,14,0.20723072,0.075456,-0.059008,-1.13472,0.253523963571,0.0729300535714,-0.111349446429,-1.58558544643,0.301713784134,0.0639665161987,-0.178632736796,-2.11942676076,0.264661,0.225167,0.428571,0.237735,0.406197,0.397569,0.043036,0.399129,0.2,0.2742857,0.3285714,0.7800486,0.8,1.0,-1.0,-63.54202,0.8226916
